Departure_Tm_Mnts,O_MSP,O_ATL,O_LAX,D_Sunday,D_Tuesday,D_Wednesady,D_Thursday,D_Friday,D_Saturday,O_Visibility,D_Visibility,Schd_Blk_Tm_Mnt_Ct,Domestic,International,D_June,D_July
0,0,1,0,0,0,0,1,0,0,7,10,59,1,0,1,0
3,0,1,0,1,0,0,0,0,0,10,10,81,1,0,0,1
1,0,1,0,1,0,0,0,0,0,10,10,112,1,0,0,1
0,0,1,0,0,1,0,0,0,0,10,10,65,1,0,1,0
3,0,1,0,0,1,0,0,0,0,10,10,284,1,0,1,0
0,0,1,0,0,0,0,1,0,0,7,8,72,1,0,1,0
0,1,0,0,0,1,0,0,0,0,10,10,93,1,0,1,0
1,0,0,1,0,0,0,1,0,0,10,10,266,1,0,1,0
2,1,0,0,0,0,0,1,0,0,10,10,146,1,0,1,0
1,1,0,0,0,1,0,0,0,0,10,10,75,1,0,1,0
1,1,0,0,0,0,0,0,0,1,10,10,95,1,0,0,1
0,0,1,0,0,0,0,0,0,1,10,10,57,1,0,0,1
0,0,1,0,0,0,0,0,1,0,10,10,53,1,0,0,1
3,0,1,0,1,0,0,0,0,0,10,10,55,1,0,0,1
0,0,1,0,0,0,0,1,0,0,7,10,81,1,0,1,0
0,1,0,0,0,0,1,0,0,0,10,10,71,1,0,1,0
0,0,1,0,0,1,0,0,0,0,10,10,58,1,0,1,0
0,0,0,1,0,0,0,0,1,0,10,10,70,1,0,0,1
0,0,0,1,1,0,0,0,0,0,10,10,147,1,0,0,1
0,1,0,0,1,0,0,0,0,0,10,10,146,1,0,0,1
0,0,1,0,0,0,0,0,1,0,10,10,144,1,0,0,1
0,1,0,0,0,0,1,0,0,0,10,10,115,1,0,1,0
0,0,1,0,1,0,0,0,0,0,10,10,189,1,0,0,1
0,0,1,0,0,0,0,1,0,0,7,10,66,1,0,1,0
0,0,1,0,1,0,0,0,0,0,10,10,87,1,0,0,1
0,0,1,0,0,0,0,1,0,0,7,10,136,1,0,1,0
0,0,1,0,0,1,0,0,0,0,10,10,114,1,0,1,0
-1,0,1,0,0,0,0,0,0,1,10,10,108,1,0,0,1
0,0,1,0,0,0,0,0,1,0,10,10,145,1,0,0,1
0,0,1,0,0,0,1,0,0,0,9,5,68,1,0,1,0
3,0,1,0,0,0,1,0,0,0,9,10,85,1,0,1,0
0,0,1,0,1,0,0,0,0,0,10,10,71,1,0,0,1
3,0,1,0,1,0,0,0,0,0,10,10,117,1,0,0,1
0,0,1,0,1,0,0,0,0,0,10,10,50,1,0,0,1
3,0,1,0,0,1,0,0,0,0,10,1,85,1,0,1,0
0,1,0,0,1,0,0,0,0,0,10,10,197,1,0,0,1
0,1,0,0,1,0,0,0,0,0,10,10,175,1,0,0,1
1,0,1,0,0,0,0,0,1,0,10,10,100,1,0,0,1
3,0,1,0,0,1,0,0,0,0,10,10,152,1,0,1,0
1,0,0,1,0,0,0,1,0,0,10,10,87,1,0,1,0
3,0,1,0,0,0,0,0,1,0,10,10,123,1,0,0,1
0,0,0,1,0,0,0,0,0,1,10,10,79,1,0,0,1
2,0,1,0,0,0,0,0,0,1,10,10,79,1,0,0,1
0,0,1,0,0,0,0,0,1,0,10,7,81,1,0,0,1
2,1,0,0,1,0,0,0,0,0,10,10,145,1,0,0,1
0,1,0,0,0,0,1,0,0,0,10,10,177,1,0,1,0
0,0,1,0,0,0,0,0,0,1,10,10,118,1,0,0,1
0,1,0,0,0,0,0,0,0,1,10,10,121,1,0,0,1
0,1,0,0,0,0,1,0,0,0,10,10,111,1,0,1,0
0,0,1,0,0,0,0,1,0,0,7,10,91,1,0,1,0
0,0,1,0,0,1,0,0,0,0,10,10,92,1,0,1,0
0,0,1,0,0,1,0,0,0,0,10,10,51,1,0,1,0
0,0,1,0,0,0,0,0,1,0,10,10,88,1,0,0,1
0,1,0,0,1,0,0,0,0,0,10,10,115,1,0,0,1
2,0,1,0,0,0,1,0,0,0,9,10,154,1,0,1,0
0,0,1,0,0,0,0,1,0,0,7,10,78,1,0,1,0
-1,0,1,0,0,0,0,1,0,0,7,10,59,1,0,1,0
2,0,1,0,1,0,0,0,0,0,10,10,122,1,0,0,1
0,0,0,1,0,0,0,1,0,0,10,10,188,1,0,1,0
0,1,0,0,0,0,0,0,0,1,10,10,205,1,0,0,1
0,1,0,0,0,0,1,0,0,0,10,10,127,1,0,1,0
5,0,1,0,0,0,0,0,0,1,10,10,48,1,0,0,1
2,1,0,0,0,1,0,0,0,0,10,10,59,1,0,1,0
0,1,0,0,0,0,1,0,0,0,10,10,156,1,0,1,0
1,1,0,0,0,1,0,0,0,0,10,10,121,1,0,1,0
0,1,0,0,0,1,0,0,0,0,10,10,161,1,0,1,0
0,0,1,0,0,0,0,1,0,0,7,10,69,1,0,1,0
0,0,1,0,0,0,0,1,0,0,7,10,70,1,0,1,0
0,0,1,0,0,0,0,0,1,0,10,9,80,1,0,0,1
0,1,0,0,0,0,0,1,0,0,10,10,71,1,0,1,0
0,1,0,0,0,1,0,0,0,0,10,10,103,1,0,1,0
0,0,1,0,0,0,0,0,0,1,10,10,59,1,0,0,1
0,0,1,0,0,0,1,0,0,0,9,10,106,1,0,1,0
1,0,1,0,0,0,0,1,0,0,7,10,122,1,0,1,0
0,1,0,0,0,0,0,1,0,0,10,10,198,1,0,1,0
0,1,0,0,0,1,0,0,0,0,10,10,72,1,0,1,0
0,1,0,0,0,1,0,0,0,0,10,10,156,1,0,1,0
0,0,1,0,0,0,0,0,1,0,10,10,105,1,0,0,1
0,0,1,0,1,0,0,0,0,0,10,10,138,1,0,0,1
4,1,0,0,0,0,0,0,1,0,10,10,197,1,0,0,1
0,0,1,0,1,0,0,0,0,0,10,10,145,1,0,0,1
0,0,1,0,0,0,0,0,1,0,10,10,115,1,0,0,1
0,0,0,1,0,0,1,0,0,0,10,10,122,1,0,1,0
0,0,1,0,0,0,1,0,0,0,9,10,73,1,0,1,0
0,0,1,0,0,0,0,0,1,0,10,10,58,1,0,0,1
0,0,1,0,1,0,0,0,0,0,10,10,90,1,0,0,1
2,0,1,0,1,0,0,0,0,0,10,10,470,0,1,0,1
2,0,1,0,0,0,0,0,0,1,10,10,66,1,0,0,1
0,0,1,0,0,0,1,0,0,0,9,10,98,1,0,1,0
0,0,1,0,0,1,0,0,0,0,10,10,57,1,0,1,0
0,0,1,0,0,0,0,1,0,0,7,3,92,1,0,1,0
0,1,0,0,0,0,0,1,0,0,10,10,73,1,0,1,0
0,0,0,1,1,0,0,0,0,0,10,10,75,1,0,0,1
0,0,1,0,0,0,0,0,1,0,10,10,285,1,0,0,1
0,1,0,0,0,0,0,0,0,1,10,10,128,1,0,0,1
0,0,1,0,0,0,0,0,0,1,10,10,129,1,0,0,1
0,0,1,0,1,0,0,0,0,0,10,10,110,1,0,0,1
2,0,1,0,0,1,0,0,0,0,10,2,97,1,0,1,0
0,0,1,0,0,1,0,0,0,0,10,10,119,1,0,1,0
0,1,0,0,0,0,0,0,0,1,10,10,97,1,0,0,1
0,1,0,0,0,0,0,0,1,0,10,10,69,1,0,0,1
0,1,0,0,1,0,0,0,0,0,10,10,97,1,0,0,1
1,1,0,0,0,0,1,0,0,0,10,10,116,1,0,1,0
0,0,0,1,0,0,1,0,0,0,10,10,76,1,0,1,0
1,1,0,0,0,0,0,0,1,0,10,10,53,1,0,0,1
0,0,0,1,0,0,0,0,1,0,10,10,84,1,0,0,1
0,0,1,0,0,0,0,1,0,0,7,10,53,1,0,1,0
0,0,1,0,0,0,0,0,1,0,10,10,77,1,0,0,1
0,0,1,0,1,0,0,0,0,0,10,10,66,1,0,0,1
2,0,1,0,0,0,0,0,0,1,10,10,102,1,0,0,1
0,0,1,0,1,0,0,0,0,0,10,10,238,1,0,0,1
0,0,0,1,0,0,0,0,0,1,10,10,70,1,0,0,1
0,0,1,0,0,0,0,0,1,0,10,10,68,1,0,0,1
3,0,1,0,0,0,0,1,0,0,7,10,91,1,0,1,0
0,0,1,0,0,0,0,1,0,0,7,10,101,1,0,1,0
1,0,1,0,1,0,0,0,0,0,10,10,280,1,0,0,1
0,1,0,0,0,1,0,0,0,0,10,10,67,1,0,1,0
0,0,1,0,0,0,1,0,0,0,9,10,117,1,0,1,0
0,1,0,0,0,1,0,0,0,0,10,10,230,1,0,1,0
0,0,1,0,0,0,0,0,1,0,10,10,89,1,0,0,1
0,0,0,1,0,0,0,0,1,0,10,10,344,1,0,0,1
1,0,1,0,0,0,1,0,0,0,9,10,154,1,0,1,0
0,1,0,0,0,0,0,1,0,0,10,10,68,1,0,1,0
0,0,1,0,0,0,0,1,0,0,7,10,107,1,0,1,0
0,0,1,0,0,0,0,0,1,0,10,10,111,1,0,0,1
0,0,1,0,0,0,0,1,0,0,7,10,58,1,0,1,0
0,0,1,0,0,0,0,0,0,1,10,10,99,1,0,0,1
2,1,0,0,0,1,0,0,0,0,10,10,86,1,0,1,0
0,1,0,0,0,0,0,1,0,0,10,10,250,1,0,1,0
0,0,1,0,0,1,0,0,0,0,10,10,55,1,0,1,0
3,0,1,0,0,0,0,0,1,0,10,10,239,1,0,0,1
0,1,0,0,0,0,1,0,0,0,10,6,222,1,0,1,0
2,0,1,0,0,0,0,1,0,0,7,10,321,1,0,1,0
0,1,0,0,0,1,0,0,0,0,10,10,74,1,0,1,0
0,1,0,0,0,0,0,0,0,1,10,10,72,1,0,0,1
4,0,1,0,0,0,1,0,0,0,9,10,94,1,0,1,0
0,1,0,0,0,0,1,0,0,0,10,10,230,1,0,1,0
0,0,0,1,0,0,0,0,0,1,10,10,298,1,0,0,1
0,1,0,0,0,0,0,1,0,0,10,10,99,1,0,1,0
8,0,1,0,0,0,1,0,0,0,9,10,103,1,0,1,0
0,0,1,0,0,0,0,1,0,0,7,10,145,1,0,1,0
0,0,1,0,0,0,0,0,1,0,10,10,121,1,0,0,1
0,1,0,0,0,0,1,0,0,0,10,10,75,1,0,1,0
0,1,0,0,0,0,1,0,0,0,10,10,147,1,0,1,0
-1,0,1,0,0,0,0,1,0,0,7,10,143,1,0,1,0
0,1,0,0,0,0,0,1,0,0,10,10,67,1,0,1,0
0,0,1,0,0,0,0,1,0,0,7,10,96,1,0,1,0
0,0,1,0,0,1,0,0,0,0,10,10,79,1,0,1,0
1,0,1,0,0,0,0,0,1,0,10,10,101,1,0,0,1
0,0,0,1,0,0,0,1,0,0,10,10,81,1,0,1,0
0,1,0,0,0,0,0,0,1,0,10,10,128,1,0,0,1
0,0,0,1,0,0,1,0,0,0,10,10,94,1,0,1,0
0,0,1,0,0,0,0,0,0,1,10,10,82,1,0,0,1
0,1,0,0,0,0,0,0,1,0,10,10,155,1,0,0,1
0,0,1,0,0,0,0,1,0,0,7,10,78,1,0,1,0
0,1,0,0,0,0,0,0,1,0,10,10,118,1,0,0,1
0,0,1,0,0,0,1,0,0,0,9,10,128,1,0,1,0
2,0,1,0,0,0,0,0,1,0,10,10,116,1,0,0,1
0,1,0,0,0,1,0,0,0,0,10,10,126,1,0,1,0
0,0,0,1,1,0,0,0,0,0,10,10,208,1,0,0,1
0,0,1,0,0,0,0,0,1,0,10,10,80,1,0,0,1
0,0,1,0,0,0,0,1,0,0,7,10,159,1,0,1,0
0,0,1,0,0,1,0,0,0,0,10,10,64,1,0,1,0
0,1,0,0,0,0,0,1,0,0,10,10,176,1,0,1,0
0,1,0,0,1,0,0,0,0,0,10,10,228,1,0,0,1
4,1,0,0,0,0,0,0,0,1,10,10,186,1,0,0,1
0,1,0,0,0,0,0,0,0,1,10,10,118,1,0,0,1
0,1,0,0,1,0,0,0,0,0,10,10,165,1,0,0,1
0,0,1,0,0,1,0,0,0,0,10,10,84,1,0,1,0
0,1,0,0,0,1,0,0,0,0,10,10,127,1,0,1,0
0,0,1,0,0,0,0,0,1,0,10,10,295,1,0,0,1
0,0,1,0,0,0,0,0,1,0,10,10,51,1,0,0,1
0,0,0,1,0,0,1,0,0,0,10,10,217,1,0,1,0
0,0,1,0,0,0,0,0,1,0,10,10,279,1,0,0,1
3,0,0,1,0,1,0,0,0,0,10,10,264,1,0,1,0
0,0,1,0,0,0,0,1,0,0,7,8,66,1,0,1,0
0,1,0,0,0,0,0,1,0,0,10,10,163,1,0,1,0
0,0,0,1,0,0,0,1,0,0,10,10,118,1,0,1,0
4,0,1,0,1,0,0,0,0,0,10,10,129,1,0,0,1
0,1,0,0,0,0,1,0,0,0,10,10,74,1,0,1,0
0,0,1,0,0,0,1,0,0,0,9,10,146,1,0,1,0
0,0,1,0,0,0,0,0,0,1,10,9,111,1,0,0,1
2,0,1,0,1,0,0,0,0,0,10,10,140,1,0,0,1
0,0,0,1,0,0,1,0,0,0,10,10,341,1,0,1,0
0,0,1,0,0,0,0,0,0,1,10,10,89,1,0,0,1
1,0,1,0,0,0,0,0,0,1,10,10,84,1,0,0,1
0,0,1,0,0,1,0,0,0,0,10,10,77,1,0,1,0
4,0,0,1,0,0,0,1,0,0,10,10,108,1,0,1,0
0,0,1,0,0,0,1,0,0,0,9,10,118,1,0,1,0
0,0,1,0,0,0,0,0,0,1,10,10,63,1,0,0,1
0,0,1,0,0,1,0,0,0,0,10,10,145,1,0,1,0
-1,1,0,0,0,1,0,0,0,0,10,10,83,1,0,1,0
0,1,0,0,0,0,0,0,1,0,10,10,83,1,0,0,1
0,0,1,0,0,0,0,0,1,0,10,10,89,1,0,0,1
0,0,1,0,0,1,0,0,0,0,10,10,84,1,0,1,0
0,0,1,0,0,0,1,0,0,0,9,10,59,1,0,1,0
0,0,1,0,0,0,0,1,0,0,7,10,57,1,0,1,0
0,0,1,0,0,0,0,0,0,1,10,10,72,1,0,0,1
0,1,0,0,0,1,0,0,0,0,10,10,96,1,0,1,0
2,1,0,0,0,1,0,0,0,0,10,10,146,1,0,1,0
0,0,1,0,0,0,0,1,0,0,7,10,74,1,0,1,0
1,1,0,0,0,1,0,0,0,0,10,10,75,1,0,1,0
0,1,0,0,0,0,1,0,0,0,10,10,90,1,0,1,0
0,0,1,0,0,0,0,0,0,1,10,10,57,1,0,0,1
0,0,1,0,0,0,0,0,1,0,10,10,53,1,0,0,1
3,0,1,0,1,0,0,0,0,0,10,10,55,1,0,0,1
0,1,0,0,0,0,1,0,0,0,10,10,71,1,0,1,0
3,0,1,0,0,0,0,0,0,1,10,10,56,1,0,0,1
0,0,0,1,0,0,0,0,1,0,10,10,70,1,0,0,1
0,0,1,0,0,0,0,1,0,0,7,10,77,1,0,1,0
0,0,0,1,1,0,0,0,0,0,10,10,147,1,0,0,1
0,1,0,0,0,1,0,0,0,0,10,10,124,1,0,1,0
0,1,0,0,0,0,1,0,0,0,10,10,115,1,0,1,0
0,0,1,0,0,0,0,0,0,1,10,10,187,1,0,0,1
0,0,1,0,1,0,0,0,0,0,10,7,207,0,1,0,1
2,0,1,0,0,0,1,0,0,0,9,10,114,1,0,1,0
0,0,1,0,0,0,0,1,0,0,7,10,56,1,0,1,0
0,0,1,0,0,1,0,0,0,0,10,10,145,1,0,1,0
0,0,1,0,0,0,0,0,0,1,10,10,68,1,0,0,1
0,0,1,0,1,0,0,0,0,0,10,10,71,1,0,0,1
1,0,1,0,0,0,0,0,1,0,10,10,125,1,0,0,1
0,1,0,0,0,0,0,0,0,1,10,10,71,1,0,0,1
2,1,0,0,1,0,0,0,0,0,10,10,164,1,0,0,1
0,0,0,1,1,0,0,0,0,0,10,10,183,1,0,0,1
-1,1,0,0,0,0,1,0,0,0,10,10,175,1,0,1,0
0,1,0,0,0,0,0,0,0,1,10,10,198,1,0,0,1
1,0,1,0,0,0,0,1,0,0,7,10,107,1,0,1,0
0,0,1,0,0,0,1,0,0,0,9,10,105,1,0,1,0
3,0,0,1,0,0,0,1,0,0,10,10,225,1,0,1,0
0,0,1,0,1,0,0,0,0,0,10,10,156,1,0,0,1
1,0,0,1,0,0,0,1,0,0,10,10,245,1,0,1,0
0,0,1,0,0,0,0,0,0,1,10,10,123,1,0,0,1
0,1,0,0,0,0,0,1,0,0,10,10,52,1,0,1,0
0,0,0,1,0,0,0,0,0,1,10,10,79,1,0,0,1
3,0,1,0,0,0,0,0,1,0,10,10,230,1,0,0,1
0,0,0,1,1,0,0,0,0,0,10,10,345,1,0,0,1
2,0,1,0,0,0,0,0,0,1,10,10,79,1,0,0,1
0,0,1,0,0,0,0,0,1,0,10,7,81,1,0,0,1
1,1,0,0,1,0,0,0,0,0,10,10,177,1,0,0,1
6,0,1,0,0,1,0,0,0,0,10,10,111,1,0,1,0
0,1,0,0,0,0,1,0,0,0,10,10,111,1,0,1,0
0,0,1,0,0,0,1,0,0,0,9,10,92,1,0,1,0
0,0,1,0,0,1,0,0,0,0,10,10,51,1,0,1,0
0,0,1,0,0,1,0,0,0,0,10,10,141,1,0,1,0
0,1,0,0,1,0,0,0,0,0,10,10,115,1,0,0,1
3,0,1,0,0,0,0,0,0,1,10,10,160,1,0,0,1
2,0,1,0,0,0,0,0,1,0,10,10,137,1,0,0,1
0,0,1,0,1,0,0,0,0,0,10,10,52,1,0,0,1
0,0,1,0,0,0,0,0,0,1,10,10,126,1,0,0,1
0,0,0,1,0,0,0,1,0,0,10,10,115,1,0,1,0
0,0,1,0,0,1,0,0,0,0,10,10,92,1,0,1,0
0,1,0,0,0,1,0,0,0,0,10,10,205,1,0,1,0
4,1,0,0,0,1,0,0,0,0,10,10,127,1,0,1,0
4,0,1,0,0,0,1,0,0,0,9,2,48,1,0,1,0
0,1,0,0,0,0,0,0,1,0,10,10,59,1,0,0,1
-1,1,0,0,0,0,0,1,0,0,10,10,156,1,0,1,0
0,0,1,0,0,1,0,0,0,0,10,10,92,1,0,1,0
0,1,0,0,0,0,1,0,0,0,10,10,161,1,0,1,0
1,0,1,0,0,0,0,0,1,0,10,10,69,1,0,0,1
0,0,1,0,0,0,0,1,0,0,7,10,70,1,0,1,0
0,1,0,0,0,0,0,1,0,0,10,10,97,1,0,1,0
2,0,1,0,0,0,0,0,0,1,10,10,246,1,0,0,1
0,0,1,0,0,0,0,0,0,1,10,10,134,1,0,0,1
0,0,1,0,0,0,1,0,0,0,9,10,83,1,0,1,0
0,1,0,0,1,0,0,0,0,0,10,10,101,1,0,0,1
-1,0,1,0,0,0,0,0,0,1,10,10,92,1,0,0,1
5,0,1,0,0,0,0,1,0,0,7,10,101,1,0,1,0
0,1,0,0,0,0,0,1,0,0,10,10,198,1,0,1,0
1,0,1,0,0,0,0,0,0,1,10,10,58,1,0,0,1
0,1,0,0,0,0,1,0,0,0,10,10,156,1,0,1,0
0,0,1,0,0,1,0,0,0,0,10,10,145,1,0,1,0
0,0,1,0,0,0,1,0,0,0,9,10,140,1,0,1,0
1,1,0,0,0,0,0,0,1,0,10,10,197,1,0,0,1
0,0,1,0,0,0,0,0,0,1,10,10,67,1,0,0,1
0,0,0,1,0,1,0,0,0,0,10,10,122,1,0,1,0
0,0,1,0,0,1,0,0,0,0,10,10,73,1,0,1,0
0,0,1,0,0,0,0,0,1,0,10,10,117,1,0,0,1
1,0,1,0,0,0,1,0,0,0,9,10,58,1,0,1,0
-1,1,0,0,0,0,0,0,1,0,10,10,198,1,0,0,1
2,0,1,0,0,0,0,1,0,0,7,10,268,1,0,1,0
0,1,0,0,1,0,0,0,0,0,10,10,228,1,0,0,1
6,0,1,0,0,0,0,1,0,0,7,10,95,1,0,1,0
1,0,1,0,0,0,0,1,0,0,7,2,66,1,0,1,0
0,0,1,0,0,0,1,0,0,0,9,10,98,1,0,1,0
0,0,1,0,0,1,0,0,0,0,10,10,57,1,0,1,0
0,0,1,0,0,0,0,0,1,0,10,10,113,1,0,0,1
0,0,1,0,0,0,0,0,0,1,10,10,92,1,0,0,1
0,1,0,0,0,0,0,1,0,0,10,10,73,1,0,1,0
0,0,0,1,0,0,0,0,1,0,10,10,73,1,0,0,1
0,1,0,0,0,0,0,0,0,1,10,10,128,1,0,0,1
0,0,1,0,1,0,0,0,0,0,10,10,124,1,0,0,1
0,0,1,0,0,0,1,0,0,0,9,10,115,1,0,1,0
1,0,1,0,0,0,0,0,1,0,10,10,91,1,0,0,1
0,0,1,0,0,1,0,0,0,0,10,10,119,1,0,1,0
0,1,0,0,0,0,0,0,0,1,10,10,97,1,0,0,1
1,1,0,0,0,1,0,0,0,0,10,10,112,1,0,1,0
0,0,0,1,0,0,1,0,0,0,10,10,76,1,0,1,0
0,1,0,0,0,1,0,0,0,0,10,10,50,1,0,1,0
0,0,0,1,0,0,0,0,1,0,10,10,84,1,0,0,1
0,0,1,0,0,1,0,0,0,0,10,10,53,1,0,1,0
0,0,1,0,0,0,0,0,0,1,10,10,77,1,0,0,1
2,0,1,0,0,0,0,0,1,0,10,10,87,1,0,0,1
0,0,1,0,1,0,0,0,0,0,10,10,66,1,0,0,1
0,0,0,1,0,0,0,0,0,1,10,10,70,1,0,0,1
0,0,1,0,0,0,0,0,0,1,10,6,69,1,0,0,1
0,0,1,0,0,0,1,0,0,0,9,10,124,1,0,1,0
0,0,1,0,0,0,0,1,0,0,7,10,113,1,0,1,0
0,0,1,0,0,1,0,0,0,0,10,10,257,1,0,1,0
0,0,1,0,1,0,0,0,0,0,10,10,123,1,0,0,1
0,0,1,0,0,0,0,0,1,0,10,10,115,1,0,0,1
1,0,1,0,0,0,0,0,0,1,10,10,80,1,0,0,1
0,1,0,0,0,1,0,0,0,0,10,10,67,1,0,1,0
1,1,0,0,1,0,0,0,0,0,10,10,140,1,0,0,1
8,0,1,0,0,0,0,0,1,0,10,10,111,1,0,0,1
0,0,0,1,1,0,0,0,0,0,10,10,74,1,0,0,1
0,0,0,1,0,1,0,0,0,0,10,10,339,1,0,1,0
0,0,1,0,0,0,0,1,0,0,7,10,154,1,0,1,0
0,0,1,0,0,0,0,1,0,0,7,10,107,1,0,1,0
0,0,0,1,0,0,1,0,0,0,10,10,196,1,0,1,0
0,0,1,0,0,0,1,0,0,0,9,10,132,1,0,1,0
-1,0,1,0,0,0,1,0,0,0,9,10,58,1,0,1,0
0,0,1,0,0,0,0,0,1,0,10,9,96,1,0,0,1
0,1,0,0,0,0,1,0,0,0,10,10,86,1,0,1,0
0,0,1,0,0,0,1,0,0,0,9,10,59,1,0,1,0
0,0,1,0,0,0,0,0,0,1,10,10,239,1,0,0,1
0,0,1,0,0,0,0,0,0,1,10,10,320,1,0,0,1
0,1,0,0,0,1,0,0,0,0,10,10,74,1,0,1,0
0,0,1,0,0,0,0,1,0,0,7,10,106,1,0,1,0
-1,1,0,0,0,0,1,0,0,0,10,10,72,1,0,1,0
0,0,1,0,0,1,0,0,0,0,10,10,94,1,0,1,0
0,1,0,0,0,0,0,1,0,0,10,10,229,1,0,1,0
7,1,0,0,0,0,0,0,1,0,10,10,165,1,0,0,1
0,0,1,0,0,0,0,0,0,1,10,10,122,1,0,0,1
-1,0,0,1,1,0,0,0,0,0,10,10,298,1,0,0,1
0,0,1,0,0,0,1,0,0,0,9,10,279,1,0,1,0
0,1,0,0,0,0,0,0,0,1,10,10,101,1,0,0,1
0,0,1,0,0,0,0,0,0,1,10,10,124,1,0,0,1
0,0,1,0,0,0,0,0,0,1,10,10,103,1,0,0,1
0,0,1,0,0,0,0,1,0,0,7,10,76,1,0,1,0
-1,0,1,0,0,0,0,0,0,1,10,10,88,1,0,0,1
0,1,0,0,0,0,0,0,1,0,10,10,147,1,0,0,1
0,0,1,0,0,1,0,0,0,0,10,10,138,1,0,1,0
0,1,0,0,0,0,0,1,0,0,10,10,61,1,0,1,0
0,0,0,1,0,0,1,0,0,0,10,10,84,1,0,1,0
0,0,1,0,0,0,0,0,1,0,10,9,124,1,0,0,1
0,1,0,0,0,0,0,0,0,1,10,10,224,1,0,0,1
0,1,0,0,0,0,0,0,1,0,10,10,118,1,0,0,1
1,0,1,0,1,0,0,0,0,0,10,10,104,1,0,0,1
0,0,1,0,0,0,0,0,0,1,10,10,110,1,0,0,1
1,0,1,0,0,0,0,1,0,0,7,10,115,1,0,1,0
0,1,0,0,0,1,0,0,0,0,10,10,126,1,0,1,0
1,0,1,0,0,1,0,0,0,0,10,10,79,1,0,1,0
3,1,0,0,0,0,0,0,1,0,10,10,150,1,0,0,1
1,1,0,0,0,1,0,0,0,0,10,10,176,1,0,1,0
5,0,1,0,1,0,0,0,0,0,10,10,112,1,0,0,1
0,0,1,0,0,0,1,0,0,0,9,10,117,1,0,1,0
1,0,1,0,0,0,0,1,0,0,7,10,145,1,0,1,0
0,0,1,0,0,0,1,0,0,0,9,10,58,1,0,1,0
0,0,0,1,1,0,0,0,0,0,10,10,86,1,0,0,1
4,0,0,1,0,0,0,1,0,0,10,10,217,1,0,1,0
1,0,0,1,0,1,0,0,0,0,10,10,271,1,0,1,0
0,0,1,0,0,1,0,0,0,0,10,10,70,1,0,1,0
0,1,0,0,0,0,0,1,0,0,10,10,203,1,0,1,0
0,1,0,0,0,0,0,0,0,1,10,10,147,1,0,0,1
0,0,1,0,0,0,0,0,0,1,10,10,143,1,0,0,1
1,0,1,0,0,0,0,0,0,1,10,10,84,1,0,0,1
0,0,1,0,0,0,1,0,0,0,9,10,77,1,0,1,0
0,0,0,1,0,0,0,0,0,1,10,10,108,1,0,0,1
0,0,1,0,0,0,0,1,0,0,7,10,61,1,0,1,0
0,0,1,0,0,0,0,0,0,1,10,10,63,1,0,0,1
1,0,1,0,0,0,1,0,0,0,9,10,144,1,0,1,0
-1,1,0,0,0,1,0,0,0,0,10,10,83,1,0,1,0
1,0,1,0,0,1,0,0,0,0,10,1,86,1,0,1,0
0,1,0,0,0,0,0,0,1,0,10,10,83,1,0,0,1
-1,0,1,0,0,1,0,0,0,0,10,10,89,1,0,1,0
0,0,1,0,0,0,0,0,0,1,10,10,84,1,0,0,1
-1,0,1,0,1,0,0,0,0,0,10,8,128,1,0,0,1
0,0,1,0,0,0,1,0,0,0,9,10,106,1,0,1,0
0,0,1,0,0,0,0,1,0,0,7,10,57,1,0,1,0
0,0,1,0,0,1,0,0,0,0,10,10,187,1,0,1,0
0,0,1,0,0,0,0,0,0,1,10,10,72,1,0,0,1
0,0,1,0,0,0,1,0,0,0,9,10,114,1,0,1,0
0,1,0,0,0,1,0,0,0,0,10,10,96,1,0,1,0
0,0,0,1,1,0,0,0,0,0,10,10,265,1,0,0,1
2,1,0,0,0,1,0,0,0,0,10,10,146,1,0,1,0
0,0,1,0,0,0,0,0,1,0,10,10,231,1,0,0,1
0,1,0,0,0,1,0,0,0,0,10,10,72,1,0,1,0
0,1,0,0,0,0,1,0,0,0,10,10,90,1,0,1,0
0,0,1,0,0,0,0,1,0,0,7,10,62,1,0,1,0
0,1,0,0,0,0,0,1,0,0,10,10,71,1,0,1,0
3,0,1,0,0,0,0,0,0,1,10,10,56,1,0,0,1
1,0,0,1,0,0,0,0,0,1,10,10,70,1,0,0,1
0,0,1,0,0,0,0,1,0,0,7,10,77,1,0,1,0
3,0,0,1,0,1,0,0,0,0,10,10,153,1,0,1,0
0,0,1,0,0,0,0,0,1,0,10,10,82,1,0,0,1
0,1,0,0,0,1,0,0,0,0,10,10,115,1,0,1,0
0,1,0,0,0,0,0,1,0,0,10,10,77,1,0,1,0
0,0,1,0,0,0,0,1,0,0,7,10,114,1,0,1,0
4,0,1,0,1,0,0,0,0,0,10,10,86,1,0,0,1
7,0,1,0,1,0,0,0,0,0,10,10,262,1,0,0,1
0,0,1,0,0,0,1,0,0,0,9,10,71,1,0,1,0
0,0,1,0,1,0,0,0,0,0,10,10,71,1,0,0,1
0,1,0,0,0,0,0,0,0,1,10,10,71,1,0,0,1
0,1,0,0,0,0,0,1,0,0,10,10,165,1,0,1,0
9,0,1,0,0,0,0,0,1,0,10,9,85,1,0,0,1
0,0,0,1,0,0,0,0,0,1,10,10,184,1,0,0,1
-1,1,0,0,0,0,1,0,0,0,10,10,175,1,0,1,0
